"","rep.resultsdf.longitude..resultsdf.model.","rep.resultsdf.latitude..resultsdf.model."
"668",-77.0699996769173,-12.0241664177866
"669",-77.059999676957,-12.0241664177866
"670",-77.0583330102969,-12.0241664177866
"671",-77.0541663436468,-12.0241664177866
"672",-77.0916663434979,-12.0249997511166
"673",-77.0916663434979,-12.0249997511166
"674",-77.0916663434979,-12.0249997511166
"675",-77.0899996768379,-12.0249997511166
"676",-77.0891663435078,-12.0249997511166
"677",-77.0774996768875,-12.0249997511166
"678",-77.0774996768875,-12.0249997511166
"679",-77.0774996768875,-12.0249997511166
"680",-77.0649996769371,-12.0249997511166
"681",-77.0574996769669,-12.0249997511166
"682",-77.0574996769669,-12.0249997511166
"683",-77.0574996769669,-12.0249997511166
"684",-77.0566663436369,-12.0249997511166
"685",-77.0524996769868,-12.0249997511166
"686",-77.0516663436568,-12.0249997511166
"687",-77.0508330103267,-12.0249997511166
"688",-77.0499996769967,-12.0249997511166
"689",-77.0899996768379,-12.0258330844466
"690",-77.0874996768478,-12.0258330844466
"691",-77.0866663435178,-12.0258330844466
"692",-77.0841663435277,-12.0258330844466
"693",-77.0841663435277,-12.0258330844466
"694",-77.0841663435277,-12.0258330844466
"695",-77.0824996768677,-12.0258330844466
"696",-77.0824996768677,-12.0258330844466
"697",-77.0799996768776,-12.0258330844466
"698",-77.060833010287,-12.0258330844466
"699",-77.059166343627,-12.0258330844466
"700",-77.0549996769768,-12.0258330844466
"701",-77.0499996769967,-12.0258330844466
"702",-77.0499996769967,-12.0258330844466
"703",-77.0483330103367,-12.0258330844466
"704",-77.0916663434979,-12.0266664177766
"705",-77.0758330102275,-12.0266664177766
"706",-77.0758330102275,-12.0266664177766
"707",-77.0708330102473,-12.0266664177766
"708",-77.0658330102672,-12.0266664177766
"709",-77.0649996769371,-12.0266664177766
"710",-77.061666343617,-12.0266664177766
"711",-77.060833010287,-12.0266664177766
"712",-77.059999676957,-12.0266664177766
"713",-77.0574996769669,-12.0266664177766
"714",-77.0574996769669,-12.0266664177766
"715",-77.0566663436369,-12.0266664177766
"716",-77.0558330103069,-12.0266664177766
"717",-77.0558330103069,-12.0266664177766
"718",-77.0558330103069,-12.0266664177766
"719",-77.0549996769768,-12.0266664177766
"720",-77.0549996769768,-12.0266664177766
"721",-77.0866663435178,-12.0274997511066
"722",-77.0774996768875,-12.0274997511066
"723",-77.0774996768875,-12.0274997511066
"724",-77.061666343617,-12.0274997511066
"725",-77.059166343627,-12.0274997511066
"726",-77.059166343627,-12.0274997511066
"727",-77.059166343627,-12.0274997511066
"728",-77.059166343627,-12.0274997511066
"729",-77.059166343627,-12.0274997511066
"730",-77.0566663436369,-12.0274997511066
"731",-77.0566663436369,-12.0274997511066
"732",-77.0558330103069,-12.0274997511066
"733",-77.0549996769768,-12.0274997511066
"734",-77.0549996769768,-12.0274997511066
"735",-77.0533330103168,-12.0274997511066
"736",-77.0508330103267,-12.0274997511066
"737",-77.0508330103267,-12.0274997511066
"738",-77.0466663436766,-12.0274997511066
"739",-77.0466663436766,-12.0274997511066
"740",-77.0458330103466,-12.0274997511066
"741",-77.0458330103466,-12.0274997511066
"742",-77.0916663434979,-12.0283330844365
"743",-77.0883330101778,-12.0283330844365
"744",-77.0858330101877,-12.0283330844365
"745",-77.0858330101877,-12.0283330844365
"746",-77.0791663435476,-12.0283330844365
"747",-77.0758330102275,-12.0283330844365
"748",-77.0758330102275,-12.0283330844365
"749",-77.0733330102374,-12.0283330844365
"750",-77.0724996769074,-12.0283330844365
"751",-77.0724996769074,-12.0283330844365
"752",-77.0716663435773,-12.0283330844365
"753",-77.0716663435773,-12.0283330844365
"754",-77.0683330102572,-12.0283330844365
"755",-77.0649996769371,-12.0283330844365
"756",-77.0583330102969,-12.0283330844365
"757",-77.0558330103069,-12.0283330844365
"758",-77.0533330103168,-12.0283330844365
"759",-77.0441663436865,-12.0283330844365
"760",-77.093333010158,-12.0291664177665
"761",-77.0924996768279,-12.0291664177665
"762",-77.0899996768379,-12.0291664177665
"763",-77.0891663435078,-12.0291664177665
"764",-77.0883330101778,-12.0291664177665
"765",-77.0883330101778,-12.0291664177665
"766",-77.0883330101778,-12.0291664177665
"767",-77.0866663435178,-12.0291664177665
"768",-77.0866663435178,-12.0291664177665
"769",-77.0841663435277,-12.0291664177665
"770",-77.0833330101977,-12.0291664177665
"771",-77.0791663435476,-12.0291664177665
"772",-77.0783330102175,-12.0291664177665
"773",-77.0758330102275,-12.0291664177665
"774",-77.0758330102275,-12.0291664177665
"775",-77.0708330102473,-12.0291664177665
"776",-77.0691663435873,-12.0291664177665
"777",-77.0674996769272,-12.0291664177665
"778",-77.0666663435972,-12.0291664177665
"779",-77.0641663436071,-12.0291664177665
"780",-77.0641663436071,-12.0291664177665
"781",-77.0641663436071,-12.0291664177665
"782",-77.0641663436071,-12.0291664177665
"783",-77.0633330102771,-12.0291664177665
"784",-77.0516663436568,-12.0291664177665
"785",-77.0499996769967,-12.0291664177665
"786",-77.0924996768279,-12.0299997510965
"787",-77.0866663435178,-12.0299997510965
"788",-77.0841663435277,-12.0299997510965
"789",-77.0841663435277,-12.0299997510965
"790",-77.0833330101977,-12.0299997510965
"791",-77.0824996768677,-12.0299997510965
"792",-77.0824996768677,-12.0299997510965
"793",-77.0808330102076,-12.0299997510965
"794",-77.0766663435575,-12.0299997510965
"795",-77.0733330102374,-12.0299997510965
"796",-77.0733330102374,-12.0299997510965
"797",-77.0724996769074,-12.0299997510965
"798",-77.0633330102771,-12.0299997510965
"799",-77.061666343617,-12.0299997510965
"800",-77.0549996769768,-12.0299997510965
"801",-77.0549996769768,-12.0299997510965
"802",-77.0499996769967,-12.0299997510965
"803",-77.0874996768478,-12.0308330844265
"804",-77.0841663435277,-12.0308330844265
"805",-77.0808330102076,-12.0308330844265
"806",-77.0791663435476,-12.0308330844265
"807",-77.0791663435476,-12.0308330844265
"808",-77.0783330102175,-12.0308330844265
"809",-77.0741663435674,-12.0308330844265
"810",-77.0716663435773,-12.0308330844265
"811",-77.0708330102473,-12.0308330844265
"812",-77.0691663435873,-12.0308330844265
"813",-77.0666663435972,-12.0308330844265
"814",-77.0666663435972,-12.0308330844265
"815",-77.061666343617,-12.0308330844265
"816",-77.061666343617,-12.0308330844265
"817",-77.060833010287,-12.0308330844265
"818",-77.0533330103168,-12.0308330844265
"819",-77.0499996769967,-12.0308330844265
"820",-77.0466663436766,-12.0308330844265
"821",-77.0774996768875,-12.0316664177565
"822",-77.0774996768875,-12.0316664177565
"823",-77.0766663435575,-12.0316664177565
"824",-77.0683330102572,-12.0316664177565
"825",-77.0674996769272,-12.0316664177565
"826",-77.0666663435972,-12.0316664177565
"827",-77.0658330102672,-12.0316664177565
"828",-77.0649996769371,-12.0316664177565
"829",-77.0649996769371,-12.0316664177565
"830",-77.0641663436071,-12.0316664177565
"831",-77.0641663436071,-12.0316664177565
"832",-77.060833010287,-12.0316664177565
"833",-77.059166343627,-12.0316664177565
"834",-77.0516663436568,-12.0316664177565
"835",-77.0516663436568,-12.0316664177565
"836",-77.0499996769967,-12.0316664177565
"837",-77.0466663436766,-12.0316664177565
"838",-77.0449996770166,-12.0316664177565
"839",-77.0441663436865,-12.0316664177565
"840",-77.0833330101977,-12.0324997510864
"841",-77.0724996769074,-12.0324997510864
"842",-77.0716663435773,-12.0324997510864
"843",-77.0716663435773,-12.0324997510864
"844",-77.0699996769173,-12.0324997510864
"845",-77.0699996769173,-12.0324997510864
"846",-77.0649996769371,-12.0324997510864
"847",-77.0649996769371,-12.0324997510864
"848",-77.0624996769471,-12.0324997510864
"849",-77.060833010287,-12.0324997510864
"850",-77.0574996769669,-12.0324997510864
"851",-77.0574996769669,-12.0324997510864
"852",-77.0558330103069,-12.0324997510864
"853",-77.0558330103069,-12.0324997510864
"854",-77.0558330103069,-12.0324997510864
"855",-77.0541663436468,-12.0324997510864
"856",-77.0449996770166,-12.0324997510864
"857",-77.0441663436865,-12.0324997510864
"858",-77.0899996768379,-12.0333330844164
"859",-77.0899996768379,-12.0333330844164
"860",-77.0849996768577,-12.0333330844164
"861",-77.0816663435376,-12.0333330844164
"862",-77.0808330102076,-12.0333330844164
"863",-77.0791663435476,-12.0333330844164
"864",-77.0741663435674,-12.0333330844164
"865",-77.0733330102374,-12.0333330844164
"866",-77.0733330102374,-12.0333330844164
"867",-77.0649996769371,-12.0333330844164
"868",-77.060833010287,-12.0333330844164
"869",-77.0583330102969,-12.0333330844164
"870",-77.0558330103069,-12.0333330844164
"871",-77.0524996769868,-12.0333330844164
"872",-77.0516663436568,-12.0333330844164
"873",-77.0474996770066,-12.0333330844164
"874",-77.0466663436766,-12.0333330844164
"875",-77.0883330101778,-12.0341664177464
"876",-77.0866663435178,-12.0341664177464
"877",-77.0833330101977,-12.0341664177464
"878",-77.0824996768677,-12.0341664177464
"879",-77.0816663435376,-12.0341664177464
"880",-77.0783330102175,-12.0341664177464
"881",-77.0766663435575,-12.0341664177464
"882",-77.0766663435575,-12.0341664177464
"883",-77.0716663435773,-12.0341664177464
"884",-77.0708330102473,-12.0341664177464
"885",-77.059999676957,-12.0341664177464
"886",-77.0533330103168,-12.0341664177464
"887",-77.0516663436568,-12.0341664177464
"888",-77.0483330103367,-12.0341664177464
"889",-77.0474996770066,-12.0341664177464
"890",-77.0466663436766,-12.0341664177464
"891",-77.0458330103466,-12.0341664177464
"892",-77.0874996768478,-12.0349997510764
"893",-77.0641663436071,-12.0349997510764
"894",-77.0633330102771,-12.0349997510764
"895",-77.059999676957,-12.0349997510764
"896",-77.0558330103069,-12.0349997510764
"897",-77.0541663436468,-12.0349997510764
"898",-77.0541663436468,-12.0349997510764
"899",-77.0516663436568,-12.0349997510764
"900",-77.0508330103267,-12.0349997510764
"901",-77.0883330101778,-12.0358330844064
"902",-77.0866663435178,-12.0358330844064
"903",-77.0558330103069,-12.0358330844064
"904",-77.0516663436568,-12.0358330844064
"905",-77.0908330101679,-12.0366664177363
"906",-77.0466663436766,-12.0366664177363
"907",-77.0916663434979,-12.0374997510663
"908",-77.0458330103466,-12.0374997510663
